contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM251121C00140000,IBM,2025-11-21,140.0,call,0.0,101.8,100.85,10,102.75,108,0,0,2025-08-15,0.54657,0.98131,0.00067,-0.03165,0.05677,0.35815
IBM251121P00140000,IBM,2025-11-21,140.0,put,0.0,0.01,0.0,0,1.41,112,0,9,2025-08-15,0.35146,-0.00094,7e-05,-0.00068,0.00396,-0.00064
IBM251121C00145000,IBM,2025-11-21,145.0,call,109.6,96.83,96.0,10,97.65,116,0,3,2025-08-15,0.50755,0.98157,0.00072,-0.03095,0.05611,0.37171
IBM251121P00145000,IBM,2025-11-21,145.0,put,0.0,0.01,0.0,0,1.45,112,0,5,2025-08-15,0.33194,-0.00105,9e-05,-0.00071,0.00436,-0.00071
IBM251121C00150000,IBM,2025-11-21,150.0,call,0.0,91.95,91.0,11,92.9,109,0,0,2025-08-15,0.48804,0.97864,0.00084,-0.03275,0.0636,0.38293
IBM251121P00150000,IBM,2025-11-21,150.0,put,0.0,0.01,0.0,0,1.51,97,0,0,2025-08-15,0.31243,-0.00115,0.0001,-0.00072,0.00475,-0.00077
IBM251121C00155000,IBM,2025-11-21,155.0,call,0.0,87.1,86.25,6,87.95,108,0,0,2025-08-15,0.46853,0.97532,0.00099,-0.03457,0.07183,0.39388
IBM251121P00155000,IBM,2025-11-21,155.0,put,0.0,0.01,0.0,0,1.28,79,0,5,2025-08-15,0.29292,-0.00124,0.00011,-0.00073,0.0051,-0.00083
IBM251121C00160000,IBM,2025-11-21,160.0,call,89.25,81.88,81.3,10,82.45,29,0,1,2025-08-15,0.39048,0.98449,0.0008,-0.02793,0.04841,0.41387
IBM251121P00160000,IBM,2025-11-21,160.0,put,0.0,0.01,0.0,0,1.64,73,0,25,2025-08-15,0.27341,-0.00132,0.00013,-0.00071,0.0054,-0.00089
IBM251121C00165000,IBM,2025-11-21,165.0,call,0.0,76.97,76.35,10,77.6,36,0,0,2025-08-15,0.37097,0.98213,0.00095,-0.02915,0.05466,0.42553
IBM251121P00165000,IBM,2025-11-21,165.0,put,0.0,0.6,0.38,18,0.83,150,0,13,2025-08-15,0.40999,-0.02748,0.00124,-0.01559,0.07857,-0.01924
IBM251121C00170000,IBM,2025-11-21,170.0,call,93.82,72.18,71.45,13,72.9,70,0,1,2025-08-15,0.37097,0.97408,0.00131,-0.0333,0.07482,0.43318
IBM251121P00170000,IBM,2025-11-21,170.0,put,0.0,0.01,0.0,0,1.55,196,0,180,2025-08-15,0.23438,-0.00141,0.00016,-0.00064,0.00574,-0.00094
IBM251121C00175000,IBM,2025-11-21,175.0,call,0.0,67.55,66.65,10,68.45,108,0,0,2025-08-15,0.37097,0.96357,0.00173,-0.03817,0.09919,0.43906
IBM251121P00175000,IBM,2025-11-21,175.0,put,0.0,0.01,0.0,0,2.02,79,0,14,2025-08-15,0.21487,-0.00141,0.00017,-0.00059,0.00573,-0.00094
IBM251121C00180000,IBM,2025-11-21,180.0,call,0.0,62.42,61.9,15,62.95,15,0,0,2025-08-15,0.33194,0.96557,0.00185,-0.03609,0.09469,0.45394
IBM251121P00180000,IBM,2025-11-21,180.0,put,0.0,0.94,0.83,79,1.04,68,0,28,2025-08-15,0.37097,-0.04976,0.00223,-0.02262,0.12763,-0.0348
IBM251121C00185000,IBM,2025-11-21,185.0,call,57.5,57.7,57.25,16,58.15,12,2,1,2025-08-15,0.33194,0.95155,0.00244,-0.04137,0.12493,0.45741
IBM251121P00185000,IBM,2025-11-21,185.0,put,1.2,1.21,0.8,204,1.61,217,1,22,2025-08-15,0.35146,-0.05731,0.00263,-0.02383,0.14274,-0.03997
IBM251121C00190000,IBM,2025-11-21,190.0,call,73.43,52.95,52.3,18,53.6,10,0,1,2025-08-15,0.31243,0.94392,0.00291,-0.04293,0.14031,0.4655
IBM251121P00190000,IBM,2025-11-21,190.0,put,0.0,1.73,1.36,14,2.11,164,0,40,2025-08-15,0.35146,-0.07617,0.00328,-0.02955,0.17792,-0.05335
IBM251121C00195000,IBM,2025-11-21,195.0,call,43.17,48.42,47.7,19,49.15,40,0,2,2025-08-15,0.31243,0.92337,0.00371,-0.04901,0.17873,0.46436
IBM251121P00195000,IBM,2025-11-21,195.0,put,0.0,1.85,1.74,40,1.96,20,0,75,2025-08-15,0.33194,-0.08787,0.00387,-0.03085,0.19814,-0.06138
IBM251121C00200000,IBM,2025-11-21,200.0,call,41.5,43.97,43.8,15,44.15,14,0,14,2025-08-15,0.31243,0.89827,0.00458,-0.05551,0.22074,0.4599
IBM251121P00200000,IBM,2025-11-21,200.0,put,0.0,2.25,2.02,18,2.47,17,0,111,2025-08-15,0.33194,-0.11375,0.00467,-0.03699,0.23924,-0.07982
IBM251121C00205000,IBM,2025-11-21,205.0,call,41.0,39.62,39.45,12,39.8,19,0,38,2025-08-15,0.31243,0.86848,0.0055,-0.0622,0.26489,0.452
IBM251121P00205000,IBM,2025-11-21,205.0,put,3.15,2.92,2.45,200,3.4,292,3,80,2025-08-15,0.31243,-0.13152,0.0055,-0.03816,0.26489,-0.09205
IBM251121C00210000,IBM,2025-11-21,210.0,call,35.78,34.92,34.35,137,35.5,37,2,22,2025-08-15,0.27341,0.86153,0.00651,-0.05866,0.27441,0.46135
IBM251121P00210000,IBM,2025-11-21,210.0,put,3.8,4.08,3.7,24,4.45,376,2,229,2025-08-15,0.33194,-0.17797,0.00632,-0.04923,0.32361,-0.12611
IBM251121C00215000,IBM,2025-11-21,215.0,call,31.75,31.83,31.2,1,32.45,193,5,27,2025-08-15,0.31243,0.79532,0.00731,-0.07502,0.3526,0.42587
IBM251121P00215000,IBM,2025-11-21,215.0,put,4.85,4.78,4.65,7,4.9,39,48,156,2025-08-15,0.31243,-0.20468,0.00731,-0.04981,0.3526,-0.14471
IBM251121C00220000,IBM,2025-11-21,220.0,call,27.2,27.43,27.3,20,27.55,23,3,115,2025-08-15,0.29292,0.76364,0.00847,-0.07566,0.38293,0.41711
IBM251121P00220000,IBM,2025-11-21,220.0,put,5.87,5.92,5.8,10,6.05,34,11,313,2025-08-15,0.31243,-0.2473,0.00814,-0.05479,0.39245,-0.17582
IBM251121C00225000,IBM,2025-11-21,225.0,call,24.46,23.92,23.65,12,24.2,49,3,36,2025-08-15,0.29292,0.71566,0.00932,-0.08042,0.42124,0.39536
IBM251121P00225000,IBM,2025-11-21,225.0,put,7.15,7.33,7.15,53,7.5,45,26,12227,2025-08-15,0.29292,-0.28434,0.00932,-0.05404,0.42124,-0.20176
IBM251121C00230000,IBM,2025-11-21,230.0,call,19.95,20.52,20.3,31,20.75,88,1,106,2025-08-15,0.27341,0.67187,0.01064,-0.07931,0.44881,0.37796
IBM251121P00230000,IBM,2025-11-21,230.0,put,9.05,9.0,8.9,3,9.1,26,65,223,2025-08-15,0.29292,-0.33535,0.01002,-0.05708,0.45271,-0.23944
IBM251121C00235000,IBM,2025-11-21,235.0,call,17.44,17.38,17.25,8,17.5,96,10,134,2025-08-15,0.27341,0.61534,0.01125,-0.08165,0.47468,0.34941
IBM251121P00235000,IBM,2025-11-21,235.0,put,10.94,10.93,10.8,64,11.05,109,24,4578,2025-08-15,0.29292,-0.38839,0.01053,-0.05881,0.47602,-0.27915
IBM251121C00240000,IBM,2025-11-21,240.0,call,14.5,14.52,14.45,18,14.6,38,61,104,2025-08-15,0.27341,0.55751,0.01162,-0.08251,0.49038,0.31923
IBM251121P00240000,IBM,2025-11-21,240.0,put,12.91,13.12,13.0,14,13.25,18,26,983,2025-08-15,0.29292,-0.44244,0.01085,-0.05914,0.49037,-0.32024
IBM251121C00245000,IBM,2025-11-21,245.0,call,12.5,12.05,11.95,30,12.15,82,118,290,2025-08-15,0.27341,0.49965,0.01175,-0.08186,0.49554,0.28825
IBM251121P00245000,IBM,2025-11-21,245.0,put,15.48,15.7,15.55,24,15.85,38,8,978,2025-08-15,0.29292,-0.49643,0.01096,-0.05806,0.49552,-0.36203
IBM251121C00250000,IBM,2025-11-21,250.0,call,10.07,9.88,9.8,20,9.95,31,129,407,2025-08-15,0.2539,0.43447,0.01248,-0.07456,0.48884,0.25437
IBM251121P00250000,IBM,2025-11-21,250.0,put,18.93,18.55,18.4,43,18.7,105,5,334,2025-08-15,0.29292,-0.54941,0.01088,-0.05565,0.49174,-0.40386
IBM251121C00255000,IBM,2025-11-21,255.0,call,8.1,8.03,7.95,41,8.1,74,17,461,2025-08-15,0.2539,0.37618,0.01204,-0.07086,0.47148,0.22157
IBM251121P00255000,IBM,2025-11-21,255.0,put,22.35,21.7,21.55,55,21.85,24,603,2607,2025-08-15,0.29292,-0.60049,0.01061,-0.05203,0.47974,-0.44515
IBM251121C00260000,IBM,2025-11-21,260.0,call,6.39,6.47,6.4,18,6.55,157,133,1165,2025-08-15,0.2539,0.32163,0.01136,-0.06608,0.44515,0.19046
IBM251121P00260000,IBM,2025-11-21,260.0,put,26.4,25.05,24.75,55,25.35,38,1,238,2025-08-15,0.29292,-0.64898,0.01019,-0.04739,0.46057,-0.48539
IBM251121C00265000,IBM,2025-11-21,265.0,call,5.2,5.17,5.1,19,5.25,121,112,1082,2025-08-15,0.2539,0.27162,0.01052,-0.0605,0.41194,0.16162
IBM251121P00265000,IBM,2025-11-21,265.0,put,29.49,28.8,28.45,26,29.15,21,10,537,2025-08-15,0.29292,-0.6943,0.00964,-0.04193,0.43554,-0.52417
IBM251121C00270000,IBM,2025-11-21,270.0,call,4.25,4.12,4.05,18,4.2,114,53,516,2025-08-15,0.2539,0.22663,0.00955,-0.05444,0.37405,0.13543
IBM251121P00270000,IBM,2025-11-21,270.0,put,0.0,32.83,32.65,17,33.0,23,0,292,2025-08-15,0.29292,-0.73605,0.00898,-0.03589,0.40603,-0.56119
IBM251121C00275000,IBM,2025-11-21,275.0,call,3.3,3.28,3.2,26,3.35,33,197,1053,2025-08-15,0.2539,0.18687,0.00852,-0.04817,0.33364,0.11211
IBM251121P00275000,IBM,2025-11-21,275.0,put,0.0,36.62,35.8,190,37.45,19,0,250,2025-08-15,0.29292,-0.77401,0.00826,-0.02947,0.37346,-0.59624
IBM251121C00280000,IBM,2025-11-21,280.0,call,2.66,2.62,2.57,3,2.66,43,19,425,2025-08-15,0.2539,0.15234,0.00747,-0.04196,0.29262,0.09172
IBM251121P00280000,IBM,2025-11-21,280.0,put,0.0,41.27,41.05,24,41.5,17,0,151,2025-08-15,0.31243,-0.79006,0.00742,-0.02968,0.35792,-0.61945
IBM251121C00285000,IBM,2025-11-21,285.0,call,2.13,2.08,2.01,27,2.16,46,30,209,2025-08-15,0.27341,0.14268,0.00664,-0.04284,0.28004,0.08557
IBM251121P00285000,IBM,2025-11-21,285.0,put,0.0,45.9,45.65,25,46.15,25,0,133,2025-08-15,0.33194,-0.80298,0.00673,-0.03005,0.34462,-0.64076
IBM251121C00290000,IBM,2025-11-21,290.0,call,1.75,1.83,1.61,21,2.06,140,15,285,2025-08-15,0.27341,0.1168,0.00578,-0.03711,0.24378,0.07027
IBM251121P00290000,IBM,2025-11-21,290.0,put,52.3,50.58,50.4,15,50.75,17,1,103,2025-08-15,0.33194,-0.82981,0.00614,-0.02369,0.31455,-0.66942
IBM251121C00295000,IBM,2025-11-21,295.0,call,1.38,1.33,1.27,27,1.4,36,9,10113,2025-08-15,0.27341,0.09479,0.00497,-0.03177,0.20961,0.05719
IBM251121P00295000,IBM,2025-11-21,295.0,put,0.0,55.08,54.2,118,55.95,10,0,43,2025-08-15,0.35146,-0.83758,0.00563,-0.02435,0.30521,-0.68764
IBM251121C00300000,IBM,2025-11-21,300.0,call,1.13,1.25,1.04,25,1.46,165,34,888,2025-08-15,0.27341,0.0763,0.00422,-0.02689,0.17814,0.04615
IBM251121P00300000,IBM,2025-11-21,300.0,put,0.0,60.02,59.25,109,60.8,10,0,75,2025-08-15,0.37097,-0.84384,0.0052,-0.02515,0.29745,-0.70495
IBM251121C00305000,IBM,2025-11-21,305.0,call,0.86,0.95,0.83,34,1.07,64,3,458,2025-08-15,0.27341,0.06092,0.00355,-0.02252,0.14974,0.03694
IBM251121P00305000,IBM,2025-11-21,305.0,put,0.0,65.38,64.95,15,65.8,15,0,0,2025-08-15,0.39048,-0.84889,0.00483,-0.0261,0.29104,-0.72154
IBM251121C00310000,IBM,2025-11-21,310.0,call,0.75,0.76,0.57,150,0.95,56,0,229,2025-08-15,0.27341,0.04827,0.00295,-0.01867,0.12455,0.02933
IBM251121P00310000,IBM,2025-11-21,310.0,put,0.0,70.25,69.75,5,70.75,10,0,0,2025-08-15,0.40999,-0.85297,0.00452,-0.02719,0.28576,-0.73754
IBM251121C00315000,IBM,2025-11-21,315.0,call,0.62,0.47,0.21,380,0.74,22,4,416,2025-08-15,0.27341,0.03796,0.00243,-0.01533,0.10258,0.02312
IBM251121P00315000,IBM,2025-11-21,315.0,put,0.0,75.35,74.95,15,75.75,10,0,0,2025-08-15,0.4295,-0.85625,0.00425,-0.02841,0.28147,-0.75306
IBM251121C00320000,IBM,2025-11-21,320.0,call,0.4,0.82,0.4,28,1.25,251,0,525,2025-08-15,0.31243,0.0514,0.00272,-0.02224,0.13095,0.03096
IBM251121P00320000,IBM,2025-11-21,320.0,put,0.0,80.2,79.7,77,80.7,10,0,0,2025-08-15,0.44901,-0.85886,0.00401,-0.02975,0.278,-0.76818
IBM251121C00325000,IBM,2025-11-21,325.0,call,0.7,0.52,0.14,330,0.9,231,4,389,2025-08-15,0.29292,0.03196,0.00197,-0.01417,0.08906,0.01941
IBM251121P00325000,IBM,2025-11-21,325.0,put,0.0,85.28,84.95,15,85.6,15,0,0,2025-08-15,0.46853,-0.8609,0.00381,-0.0312,0.27526,-0.78297
IBM251121C00330000,IBM,2025-11-21,330.0,call,0.37,0.65,0.25,37,1.05,263,0,917,2025-08-15,0.33194,0.04413,0.00226,-0.0208,0.1159,0.02652
IBM251121P00330000,IBM,2025-11-21,330.0,put,0.0,90.22,89.7,77,90.75,10,0,0,2025-08-15,0.48804,-0.86247,0.00363,-0.03278,0.27314,-0.79748
IBM251121C00335000,IBM,2025-11-21,335.0,call,0.41,0.42,0.03,128,0.8,135,0,120,2025-08-15,0.31243,0.02778,0.00164,-0.01338,0.07929,0.01683
IBM251121P00335000,IBM,2025-11-21,335.0,put,0.0,95.03,94.3,108,95.75,9,0,0,2025-08-15,0.48804,-0.87513,0.00339,-0.02749,0.25552,-0.81777
IBM251121C00340000,IBM,2025-11-21,340.0,call,0.28,0.47,0.04,336,0.9,260,0,249,2025-08-15,0.33194,0.03018,0.00166,-0.01519,0.08493,0.0182
IBM251121P00340000,IBM,2025-11-21,340.0,put,0.0,100.33,99.95,10,100.7,4,0,0,2025-08-15,0.52706,-0.86445,0.00333,-0.03624,0.27045,-0.82583
IBM251121C00350000,IBM,2025-11-21,350.0,call,0.12,0.01,0.0,0,1.45,164,0,210,2025-08-15,0.23438,0.00154,0.00017,-0.00078,0.00621,0.00096
IBM251121P00350000,IBM,2025-11-21,350.0,put,0.0,109.83,109.0,89,110.65,5,0,0,2025-08-15,0.54657,-0.87568,0.00302,-0.03309,0.25473,-0.85885
IBM251121C00360000,IBM,2025-11-21,360.0,call,0.25,0.01,0.0,0,1.41,160,0,234,2025-08-15,0.2539,0.00166,0.00017,-0.00091,0.00664,0.00103
IBM251121P00360000,IBM,2025-11-21,360.0,put,0.0,119.8,118.8,108,120.8,6,0,0,2025-08-15,0.56608,-0.88493,0.00276,-0.03031,0.24121,-0.89074
IBM251121C00370000,IBM,2025-11-21,370.0,call,0.27,0.01,0.0,0,1.38,82,0,30,2025-08-15,0.2539,0.00083,9e-05,-0.00048,0.00353,0.00052
IBM251121P00370000,IBM,2025-11-21,370.0,put,0.0,130.22,129.7,77,130.75,12,0,0,2025-08-15,0.62462,-0.87354,0.00267,-0.04185,0.25778,-0.91203
IBM251121C00380000,IBM,2025-11-21,380.0,call,0.73,0.01,0.0,0,1.35,159,0,184,2025-08-15,0.27341,0.00097,0.0001,-0.00059,0.00407,0.0006
IBM251121P00380000,IBM,2025-11-21,380.0,put,0.0,140.2,139.7,76,140.7,7,0,0,2025-08-15,0.64413,-0.88072,0.00249,-0.03966,0.24743,-0.94271
IBM251121C00390000,IBM,2025-11-21,390.0,call,1.75,0.01,0.0,0,1.34,114,0,1,2025-08-15,0.29292,0.00113,0.0001,-0.00073,0.00468,0.0007
IBM251121P00390000,IBM,2025-11-21,390.0,put,0.0,150.2,149.7,77,150.7,8,0,0,2025-08-15,0.68315,-0.87799,0.00239,-0.04484,0.2514,-0.96838
IBM251121C00400000,IBM,2025-11-21,400.0,call,0.04,0.01,0.0,0,1.32,115,0,30,2025-08-15,0.31243,0.00131,0.00011,-0.00089,0.00534,0.0008
IBM251121P00400000,IBM,2025-11-21,400.0,put,0.0,160.2,159.7,77,160.7,9,0,0,2025-08-15,0.72218,-0.87494,0.0023,-0.05033,0.25579,-0.99391
IBM251121C00410000,IBM,2025-11-21,410.0,call,0.02,0.01,0.0,0,1.31,80,0,4,2025-08-15,0.31243,0.00078,7e-05,-0.00055,0.00334,0.00048
IBM251121P00410000,IBM,2025-11-21,410.0,put,0.0,170.18,169.7,76,170.65,9,0,0,2025-08-15,0.74169,-0.87981,0.00217,-0.04892,0.24875,-1.02328
IBM251219C00140000,IBM,2025-12-19,140.0,call,118.36,101.5,100.95,7,102.05,9,0,5,2025-08-15,0.01976,1.0,0.0,-0.01636,0.0,0.47612
IBM251219P00140000,IBM,2025-12-19,140.0,put,0.0,0.01,0.0,0,1.48,116,0,1,2025-08-15,0.31243,-0.00096,7e-05,-0.00054,0.00456,-0.00083
IBM251219C00145000,IBM,2025-12-19,145.0,call,0.0,96.83,96.15,4,97.5,107,0,0,2025-08-15,0.01976,1.0,0.0,-0.01695,0.0,0.49312
IBM251219P00145000,IBM,2025-12-19,145.0,put,0.0,0.01,0.0,0,1.54,118,0,15,2025-08-15,0.29292,-0.00099,8e-05,-0.00052,0.00469,-0.00086
IBM251219C00150000,IBM,2025-12-19,150.0,call,90.5,91.88,90.9,78,92.85,114,0,2,2025-08-15,0.01976,1.0,0.0,-0.01753,0.0,0.51013
IBM251219P00150000,IBM,2025-12-19,150.0,put,0.0,0.01,0.0,0,0.75,105,0,1,2025-08-15,0.27341,-0.00099,9e-05,-0.00048,0.00472,-0.00086
IBM251219C00155000,IBM,2025-12-19,155.0,call,0.0,86.95,86.25,11,87.65,97,0,0,2025-08-15,0.01976,1.0,0.0,-0.01811,0.0,0.52713
IBM251219P00155000,IBM,2025-12-19,155.0,put,0.0,0.01,0.0,0,1.7,78,0,4,2025-08-15,0.2539,-0.00097,9e-05,-0.00044,0.00463,-0.00084
IBM251219C00160000,IBM,2025-12-19,160.0,call,0.0,82.05,81.45,9,82.65,59,0,0,2025-08-15,0.01976,1.0,0.0,-0.0187,0.0,0.54413
IBM251219P00160000,IBM,2025-12-19,160.0,put,0.0,0.92,0.04,111,1.8,105,0,8,2025-08-15,0.4295,-0.03693,0.00133,-0.01821,0.11371,-0.03394
IBM251219C00165000,IBM,2025-12-19,165.0,call,121.34,77.12,76.55,12,77.7,18,0,8,2025-08-15,0.01976,1.0,0.0,-0.01928,0.0,0.56114
IBM251219P00165000,IBM,2025-12-19,165.0,put,0.0,0.79,0.57,47,1.01,109,0,3,2025-08-15,0.39048,-0.0353,0.00142,-0.01588,0.10961,-0.03211
IBM251219C00170000,IBM,2025-12-19,170.0,call,71.8,72.7,72.05,10,73.35,113,10,21,2025-08-15,0.33194,0.97358,0.00131,-0.03041,0.0862,0.55454
IBM251219P00170000,IBM,2025-12-19,170.0,put,0.0,0.01,0.0,0,2.15,146,0,5,2025-08-15,0.19536,-0.00073,9e-05,-0.00025,0.00356,-0.00063
IBM251219C00175000,IBM,2025-12-19,175.0,call,111.63,67.53,66.9,15,68.15,20,0,4,2025-08-15,0.27341,0.98351,0.00107,-0.02623,0.05785,0.58067
IBM251219P00175000,IBM,2025-12-19,175.0,put,0.0,0.01,0.0,0,1.25,19,0,61,2025-08-15,0.19536,-0.0017,0.0002,-0.00055,0.0077,-0.00145
IBM251219C00180000,IBM,2025-12-19,180.0,call,58.15,63.0,62.15,10,63.85,96,0,3,2025-08-15,0.29292,0.96695,0.00179,-0.0321,0.10383,0.58283
IBM251219P00180000,IBM,2025-12-19,180.0,put,0.0,1.33,1.07,13,1.58,11,0,210,2025-08-15,0.35146,-0.05901,0.00238,-0.02126,0.1656,-0.05353
IBM251219C00185000,IBM,2025-12-19,185.0,call,53.5,58.12,57.5,10,58.75,19,0,2,2025-08-15,0.27341,0.96298,0.0021,-0.03286,0.11394,0.59644
IBM251219P00185000,IBM,2025-12-19,185.0,put,0.0,1.62,1.48,92,1.76,16,0,75,2025-08-15,0.33194,-0.06645,0.00276,-0.02187,0.18167,-0.06007
IBM251219C00190000,IBM,2025-12-19,190.0,call,66.75,53.5,52.8,11,54.2,37,0,1,2025-08-15,0.27341,0.94743,0.00279,-0.03701,0.15118,0.59952
IBM251219P00190000,IBM,2025-12-19,190.0,put,1.98,2.0,1.86,120,2.15,20,13,5,2025-08-15,0.33194,-0.08597,0.00336,-0.02643,0.22104,-0.07806
IBM251219C00195000,IBM,2025-12-19,195.0,call,61.95,49.15,48.65,16,49.65,30,0,1,2025-08-15,0.29292,0.91506,0.00377,-0.04563,0.21905,0.58692
IBM251219P00195000,IBM,2025-12-19,195.0,put,0.0,2.54,1.99,194,3.1,221,0,50,2025-08-15,0.33194,-0.10882,0.00399,-0.03121,0.2628,-0.09926
IBM251219C00200000,IBM,2025-12-19,200.0,call,44.45,44.55,43.95,104,45.15,50,6,13,2025-08-15,0.27341,0.90338,0.00444,-0.04655,0.24103,0.59375
IBM251219P00200000,IBM,2025-12-19,200.0,put,3.1,2.93,2.61,227,3.25,139,34,174,2025-08-15,0.31243,-0.12301,0.00463,-0.0317,0.2867,-0.11182
IBM251219C00205000,IBM,2025-12-19,205.0,call,49.65,40.6,40.25,6,40.95,42,0,5,2025-08-15,0.27341,0.87438,0.00536,-0.05164,0.29093,0.58431
IBM251219P00205000,IBM,2025-12-19,205.0,put,3.75,3.85,3.75,23,3.95,35,32,76,2025-08-15,0.31243,-0.15255,0.00536,-0.03638,0.3321,-0.13936
IBM251219C00210000,IBM,2025-12-19,210.0,call,36.1,36.08,35.65,100,36.5,81,1,3100,2025-08-15,0.27341,0.8407,0.0063,-0.05667,0.34171,0.57036
IBM251219P00210000,IBM,2025-12-19,210.0,put,4.5,4.7,4.6,13,4.8,11,13,160,2025-08-15,0.31243,-0.18559,0.00608,-0.04085,0.3767,-0.17042
IBM251219C00215000,IBM,2025-12-19,215.0,call,30.15,32.67,31.65,14,33.7,194,0,4,2025-08-15,0.27341,0.80258,0.00721,-0.06142,0.39124,0.55202
IBM251219P00215000,IBM,2025-12-19,215.0,put,5.75,5.88,5.75,1,6.0,12,4,214,2025-08-15,0.31243,-0.22181,0.00676,-0.04491,0.419,-0.20481
IBM251219C00220000,IBM,2025-12-19,220.0,call,28.75,28.12,27.5,118,28.75,11,1,17,2025-08-15,0.2539,0.77345,0.00842,-0.06139,0.42406,0.54326
IBM251219P00220000,IBM,2025-12-19,220.0,put,0.0,6.97,6.85,32,7.1,15,0,517,2025-08-15,0.29292,-0.25089,0.00772,-0.04419,0.44842,-0.23095
IBM251219C00225000,IBM,2025-12-19,225.0,call,23.75,25.1,24.95,9,25.25,11,0,22,2025-08-15,0.27341,0.71494,0.00882,-0.06919,0.47822,0.50355
IBM251219P00225000,IBM,2025-12-19,225.0,put,8.85,8.45,8.35,64,8.55,45,2,150,2025-08-15,0.29292,-0.29421,0.00835,-0.04706,0.48537,-0.27245
IBM251219C00230000,IBM,2025-12-19,230.0,call,21.08,22.12,21.7,17,22.55,178,1,69,2025-08-15,0.27341,0.66678,0.00944,-0.07186,0.51204,0.47446
IBM251219P00230000,IBM,2025-12-19,230.0,put,10.4,10.18,10.05,98,10.3,15,65,368,2025-08-15,0.29292,-0.33965,0.00888,-0.04909,0.51587,-0.31652
IBM251219C00235000,IBM,2025-12-19,235.0,call,18.75,18.85,18.7,13,19.0,83,12,49,2025-08-15,0.2539,0.62099,0.01064,-0.06945,0.53585,0.45006
IBM251219P00235000,IBM,2025-12-19,235.0,put,11.83,12.1,11.95,30,12.25,5,11,450,2025-08-15,0.29292,-0.3865,0.00928,-0.05019,0.539,-0.36259
IBM251219C00240000,IBM,2025-12-19,240.0,call,16.0,16.1,15.95,11,16.25,90,36,331,2025-08-15,0.2539,0.5663,0.011,-0.07005,0.55411,0.41389
IBM251219P00240000,IBM,2025-12-19,240.0,put,14.5,14.48,14.15,125,14.8,106,4,424,2025-08-15,0.29292,-0.43403,0.00954,-0.05033,0.55419,-0.41005
IBM251219C00245000,IBM,2025-12-19,245.0,call,13.6,13.6,13.5,17,13.7,14,5,59,2025-08-15,0.2539,0.51146,0.01115,-0.06953,0.56166,0.37667
IBM251219P00245000,IBM,2025-12-19,245.0,put,0.0,16.9,16.6,33,17.2,34,0,244,2025-08-15,0.29292,-0.48153,0.00966,-0.04949,0.56129,-0.45831
IBM251219C00250000,IBM,2025-12-19,250.0,call,11.3,11.4,11.3,4,11.5,3,68,514,2025-08-15,0.2539,0.45752,0.01109,-0.06795,0.5587,0.33926
IBM251219P00250000,IBM,2025-12-19,250.0,put,20.15,19.75,19.5,82,20.0,27,3,505,2025-08-15,0.29292,-0.52833,0.00965,-0.04773,0.56047,-0.50678
IBM251219C00255000,IBM,2025-12-19,255.0,call,9.5,9.5,9.4,22,9.6,15,6,247,2025-08-15,0.2539,0.40538,0.01084,-0.06541,0.54601,0.30247
IBM251219P00255000,IBM,2025-12-19,255.0,put,22.88,23.02,22.6,58,23.45,88,3,292,2025-08-15,0.29292,-0.57383,0.0095,-0.04512,0.55224,-0.55495
IBM251219C00260000,IBM,2025-12-19,260.0,call,7.95,7.85,7.75,15,7.95,132,29,329,2025-08-15,0.2539,0.35584,0.01042,-0.06205,0.52479,0.267
IBM251219P00260000,IBM,2025-12-19,260.0,put,0.0,26.15,25.9,15,26.4,20,0,786,2025-08-15,0.29292,-0.61752,0.00925,-0.04176,0.53733,-0.60233
IBM251219C00265000,IBM,2025-12-19,265.0,call,6.55,6.45,6.35,43,6.55,138,10,123,2025-08-15,0.2539,0.30949,0.00986,-0.05805,0.49654,0.2334
IBM251219P00265000,IBM,2025-12-19,265.0,put,0.0,29.9,29.05,60,30.75,160,0,557,2025-08-15,0.29292,-0.65897,0.00889,-0.03777,0.51667,-0.64855
IBM251219C00270000,IBM,2025-12-19,270.0,call,5.47,5.25,5.15,146,5.35,72,127,595,2025-08-15,0.2539,0.26677,0.00919,-0.05358,0.46289,0.20212
IBM251219P00270000,IBM,2025-12-19,270.0,put,0.0,33.83,33.45,18,34.2,19,0,251,2025-08-15,0.29292,-0.69786,0.00845,-0.03328,0.49128,-0.69328
IBM251219C00275000,IBM,2025-12-19,275.0,call,4.35,4.33,4.25,10,4.4,103,15,257,2025-08-15,0.2539,0.22795,0.00845,-0.04883,0.42553,0.17344
IBM251219P00275000,IBM,2025-12-19,275.0,put,0.0,37.7,37.45,12,37.95,16,0,164,2025-08-15,0.29292,-0.73397,0.00795,-0.02843,0.46224,-0.73628
IBM251219C00280000,IBM,2025-12-19,280.0,call,3.55,3.53,3.45,23,3.6,86,7,442,2025-08-15,0.2539,0.19314,0.00766,-0.04397,0.38606,0.14752
IBM251219P00280000,IBM,2025-12-19,280.0,put,0.0,41.85,41.55,19,42.15,11,0,69,2025-08-15,0.31243,-0.74949,0.00723,-0.02924,0.44805,-0.76572
