,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
807,IBM251121P00165000,IBM,2025-11-21,165.0,put,0.0,0.59,0.15,82,1.04,82,0,13,2025-08-19,0.4295,-0.02848,0.00124,-0.01734,0.07979,-0.0193
808,IBM251121C00170000,IBM,2025-11-21,170.0,call,93.82,73.67,72.75,35,74.6,72,0,1,2025-08-19,0.39048,0.97272,0.00131,-0.03509,0.07697,0.41463
809,IBM251121P00170000,IBM,2025-11-21,170.0,put,0.0,0.01,0.0,0,1.37,171,0,180,2025-08-19,0.23438,-0.00098,0.00011,-0.00047,0.00404,-0.00063
810,IBM251121C00175000,IBM,2025-11-21,175.0,call,0.0,68.72,67.8,53,69.65,77,0,0,2025-08-19,0.35146,0.97456,0.00138,-0.03333,0.07262,0.42874
811,IBM251121P00175000,IBM,2025-11-21,175.0,put,0.0,0.76,0.19,169,1.33,310,0,17,2025-08-19,0.39048,-0.03786,0.00172,-0.01978,0.10089,-0.02553
812,IBM251121C00180000,IBM,2025-11-21,180.0,call,0.0,63.53,62.9,56,64.15,15,0,0,2025-08-19,0.29292,0.98301,0.00117,-0.02864,0.05158,0.44727
813,IBM251121P00180000,IBM,2025-11-21,180.0,put,0.0,0.9,0.35,284,1.45,283,0,29,2025-08-19,0.37097,-0.04366,0.00204,-0.021,0.11326,-0.02937
814,IBM251121C00185000,IBM,2025-11-21,185.0,call,57.5,58.83,58.25,45,59.4,15,0,3,2025-08-19,0.31243,0.96598,0.00197,-0.03602,0.09242,0.44862
815,IBM251121P00185000,IBM,2025-11-21,185.0,put,1.07,1.09,1.0,7,1.18,6,10,23,2025-08-19,0.35146,-0.05041,0.00241,-0.0222,0.12711,-0.03383
816,IBM251121C00190000,IBM,2025-11-21,190.0,call,73.43,54.05,53.5,36,54.6,13,0,1,2025-08-19,0.29292,0.96052,0.00238,-0.03736,0.10441,0.4578
817,IBM251121P00190000,IBM,2025-11-21,190.0,put,1.35,1.27,1.08,22,1.47,19,3,40,2025-08-19,0.35146,-0.06794,0.00305,-0.02792,0.16065,-0.04577
818,IBM251121C00195000,IBM,2025-11-21,195.0,call,50.12,49.42,48.9,30,49.95,14,1,2,2025-08-19,0.29292,0.94317,0.00318,-0.04292,0.13977,0.45894
819,IBM251121P00195000,IBM,2025-11-21,195.0,put,1.83,1.78,1.6,21,1.96,22,2,75,2025-08-19,0.35146,-0.0892,0.00375,-0.03414,0.19752,-0.06036
820,IBM251121C00200000,IBM,2025-11-21,200.0,call,41.5,44.9,44.3,26,45.5,15,0,14,2025-08-19,0.29292,0.92097,0.00411,-0.04914,0.18036,0.45674
821,IBM251121P00200000,IBM,2025-11-21,200.0,put,2.21,2.19,1.96,111,2.42,112,13,112,2025-08-19,0.33194,-0.10306,0.00441,-0.03558,0.21965,-0.06956
822,IBM251121C00205000,IBM,2025-11-21,205.0,call,40.28,40.6,39.95,115,41.25,53,15,38,2025-08-19,0.29292,0.89353,0.00512,-0.05581,0.2249,0.4509
823,IBM251121P00205000,IBM,2025-11-21,205.0,put,2.85,2.67,2.48,173,2.87,132,2,83,2025-08-19,0.33194,-0.13184,0.00526,-0.04206,0.26155,-0.0894
824,IBM251121C00210000,IBM,2025-11-21,210.0,call,36.1,36.7,36.25,6,37.15,224,1,23,2025-08-19,0.31243,0.8474,0.00616,-0.06787,0.28877,0.43159
825,IBM251121P00210000,IBM,2025-11-21,210.0,put,3.55,3.25,3.0,248,3.5,76,1,256,2025-08-19,0.31243,-0.1526,0.00616,-0.04323,0.28877,-0.10324
826,IBM251121C00215000,IBM,2025-11-21,215.0,call,31.75,32.3,31.6,67,33.0,164,0,27,2025-08-19,0.29292,0.82255,0.00725,-0.06932,0.31842,0.42779
827,IBM251121P00215000,IBM,2025-11-21,215.0,put,4.5,4.3,4.2,12,4.4,43,65,275,2025-08-19,0.31243,-0.19026,0.0071,-0.04931,0.33255,-0.12937
828,IBM251121C00220000,IBM,2025-11-21,220.0,call,27.2,28.18,27.85,18,28.5,15,0,118,2025-08-19,0.27341,0.79252,0.00855,-0.07033,0.35038,0.42057
829,IBM251121P00220000,IBM,2025-11-21,220.0,put,5.55,5.35,5.2,41,5.5,54,24,321,2025-08-19,0.31243,-0.2321,0.00798,-0.05479,0.37369,-0.15867
830,IBM251121C00225000,IBM,2025-11-21,225.0,call,24.08,24.98,24.45,10,25.5,266,7,38,2025-08-19,0.29292,0.73214,0.00918,-0.08081,0.40325,0.39026
831,IBM251121P00225000,IBM,2025-11-21,225.0,put,6.79,6.62,6.45,19,6.8,33,16,12239,2025-08-19,0.29292,-0.26786,0.00918,-0.05441,0.40325,-0.18277
832,IBM251121C00230000,IBM,2025-11-21,230.0,call,21.2,21.25,20.25,97,22.25,198,6,107,2025-08-19,0.27341,0.68964,0.01054,-0.0801,0.4322,0.37436
833,IBM251121P00230000,IBM,2025-11-21,230.0,put,8.25,8.25,8.1,11,8.4,41,18,281,2025-08-19,0.29292,-0.31867,0.00995,-0.05803,0.43711,-0.21874
834,IBM251121C00235000,IBM,2025-11-21,235.0,call,17.61,17.95,17.8,12,18.1,28,42,136,2025-08-19,0.27341,0.633,0.01125,-0.08304,0.46108,0.34693
835,IBM251121P00235000,IBM,2025-11-21,235.0,put,10.45,10.18,9.95,16,10.4,92,27,4603,2025-08-19,0.29292,-0.37193,0.01054,-0.06032,0.46309,-0.25695
836,IBM251121C00240000,IBM,2025-11-21,240.0,call,15.1,15.03,14.9,12,15.15,39,39,156,2025-08-19,0.27341,0.57459,0.01171,-0.08443,0.47992,0.31764
837,IBM251121P00240000,IBM,2025-11-21,240.0,put,12.3,12.07,11.65,208,12.5,127,71,991,2025-08-19,0.29292,-0.42657,0.01093,-0.06115,0.48018,-0.29672
838,IBM251121C00245000,IBM,2025-11-21,245.0,call,12.5,12.43,12.3,17,12.55,51,106,465,2025-08-19,0.27341,0.51574,0.01191,-0.08422,0.4881,0.28731
839,IBM251121P00245000,IBM,2025-11-21,245.0,put,15.05,14.55,14.3,34,14.8,24,30,985,2025-08-19,0.29292,-0.48149,0.01111,-0.06049,0.48796,-0.33739
840,IBM251121C00250000,IBM,2025-11-21,250.0,call,10.0,10.15,10.05,18,10.25,53,104,459,2025-08-19,0.2539,0.45043,0.01273,-0.07719,0.48471,0.25466
841,IBM251121P00250000,IBM,2025-11-21,250.0,put,17.95,17.3,17.05,119,17.55,23,10,335,2025-08-19,0.29292,-0.53565,0.01108,-0.05838,0.48653,-0.37827
842,IBM251121C00255000,IBM,2025-11-21,255.0,call,8.1,8.25,8.15,8,8.35,14,24,484,2025-08-19,0.2539,0.3904,0.01235,-0.07369,0.46993,0.22208
843,IBM251121P00255000,IBM,2025-11-21,255.0,put,20.75,20.55,20.35,10,20.75,55,25,2040,2025-08-19,0.29292,-0.58812,0.01085,-0.05496,0.47652,-0.41876
844,IBM251121C00260000,IBM,2025-11-21,260.0,call,6.57,6.6,6.5,42,6.7,84,75,1269,2025-08-19,0.2539,0.33397,0.0117,-0.06897,0.44554,0.19102
845,IBM251121P00260000,IBM,2025-11-21,260.0,put,0.0,23.8,23.2,128,24.4,15,0,237,2025-08-19,0.29292,-0.63808,0.01045,-0.05039,0.45892,-0.45832
846,IBM251121C00265000,IBM,2025-11-21,265.0,call,5.22,5.25,5.15,31,5.35,66,136,1161,2025-08-19,0.2539,0.28204,0.01087,-0.06333,0.41362,0.16211
847,IBM251121P00265000,IBM,2025-11-21,265.0,put,0.0,27.52,27.05,39,28.0,18,0,537,2025-08-19,0.29292,-0.68491,0.00991,-0.04491,0.43502,-0.49652
848,IBM251121C00270000,IBM,2025-11-21,270.0,call,4.25,4.2,4.1,16,4.3,61,35,524,2025-08-19,0.2539,0.23518,0.00989,-0.05709,0.37644,0.13578
849,IBM251121P00270000,IBM,2025-11-21,270.0,put,0.0,31.45,31.2,19,31.7,19,0,292,2025-08-19,0.29292,-0.72815,0.00925,-0.03874,0.40624,-0.53301
850,IBM251121C00275000,IBM,2025-11-21,275.0,call,3.35,3.33,3.25,14,3.4,41,53,939,2025-08-19,0.2539,0.19371,0.00883,-0.05058,0.33623,0.11228
851,IBM251121P00275000,IBM,2025-11-21,275.0,put,0.0,35.65,35.2,21,36.1,17,0,250,2025-08-19,0.31243,-0.7503,0.0083,-0.03888,0.38885,-0.55879
852,IBM251121C00280000,IBM,2025-11-21,280.0,call,2.62,2.63,2.57,7,2.7,7,64,454,2025-08-19,0.2539,0.15766,0.00775,-0.04407,0.29505,0.09171
853,IBM251121P00280000,IBM,2025-11-21,280.0,put,0.0,39.88,39.2,148,40.55,11,0,153,2025-08-19,0.31243,-0.78497,0.00764,-0.03225,0.3578,-0.59069
854,IBM251121C00285000,IBM,2025-11-21,285.0,call,2.1,2.25,2.03,20,2.48,181,118,247,2025-08-19,0.27341,0.14675,0.00686,-0.04483,0.28133,0.08505
855,IBM251121P00285000,IBM,2025-11-21,285.0,put,0.0,43.77,42.65,162,44.9,12,0,133,2025-08-19,0.29292,-0.83421,0.00694,-0.01846,0.30489,-0.63043
856,IBM251121C00290000,IBM,2025-11-21,290.0,call,1.65,1.79,1.62,12,1.97,146,10,288,2025-08-19,0.27341,0.11983,0.00597,-0.03879,0.24469,0.06966
857,IBM251121P00290000,IBM,2025-11-21,290.0,put,50.12,48.95,48.15,137,49.75,15,1,104,2025-08-19,0.33194,-0.82675,0.0063,-0.0259,0.31362,-0.63995
858,IBM251121C00295000,IBM,2025-11-21,295.0,call,1.27,1.49,1.29,19,1.69,208,33,10124,2025-08-19,0.27341,0.09696,0.00513,-0.03316,0.21009,0.05653
859,IBM251121P00295000,IBM,2025-11-21,295.0,put,0.0,53.72,52.9,80,54.55,10,0,43,2025-08-19,0.35146,-0.83531,0.00576,-0.02645,0.30358,-0.65791
860,IBM251121C00300000,IBM,2025-11-21,300.0,call,1.05,1.1,1.03,60,1.17,16,88,913,2025-08-19,0.27341,0.07778,0.00435,-0.02801,0.17819,0.04547
861,IBM251121P00300000,IBM,2025-11-21,300.0,put,0.0,58.5,57.6,82,59.4,15,0,75,2025-08-19,0.35146,-0.8576,0.00523,-0.02008,0.27569,-0.68303
862,IBM251121C00305000,IBM,2025-11-21,305.0,call,0.92,0.98,0.79,25,1.17,255,3,458,2025-08-19,0.27341,0.06186,0.00364,-0.0234,0.14939,0.03625
863,IBM251121P00305000,IBM,2025-11-21,305.0,put,0.0,64.05,62.55,80,65.55,80,0,0,2025-08-19,0.39048,-0.84786,0.00492,-0.02802,0.28819,-0.69117
864,IBM251121C00310000,IBM,2025-11-21,310.0,call,0.75,0.7,0.56,184,0.84,160,1,229,2025-08-19,0.27341,0.04881,0.00302,-0.01934,0.12388,0.02866
865,IBM251121P00310000,IBM,2025-11-21,310.0,put,0.0,68.45,67.6,73,69.3,17,0,0,2025-08-19,0.39048,-0.86636,0.00451,-0.02194,0.264,-0.71409
866,IBM251121C00315000,IBM,2025-11-21,315.0,call,0.62,0.61,0.24,325,0.99,357,0,416,2025-08-19,0.29292,0.05006,0.00288,-0.02105,0.12641,0.02928
867,IBM251121P00315000,IBM,2025-11-21,315.0,put,0.0,73.42,72.55,77,74.3,7,0,0,2025-08-19,0.40999,-0.86945,0.00423,-0.02308,0.25978,-0.72887
868,IBM251121C00320000,IBM,2025-11-21,320.0,call,0.46,0.42,0.25,301,0.6,38,3,526,2025-08-19,0.27341,0.02969,0.00202,-0.01282,0.08261,0.01751
869,IBM251121P00320000,IBM,2025-11-21,320.0,put,0.0,78.9,78.55,5,79.25,15,0,0,2025-08-19,0.44901,-0.8591,0.00407,-0.03144,0.27372,-0.73666
870,IBM251121C00325000,IBM,2025-11-21,325.0,call,0.7,0.44,0.07,427,0.82,398,0,393,2025-08-19,0.29292,0.03184,0.00199,-0.0145,0.08751,0.01869
871,IBM251121P00325000,IBM,2025-11-21,325.0,put,0.0,83.9,83.5,15,84.3,7,0,0,2025-08-19,0.46853,-0.86148,0.00385,-0.03283,0.27057,-0.75104
872,IBM251121C00330000,IBM,2025-11-21,330.0,call,0.37,0.54,0.25,6,0.84,286,0,917,2025-08-19,0.31243,0.03397,0.00197,-0.01626,0.09233,0.01986
873,IBM251121P00330000,IBM,2025-11-21,330.0,put,0.0,88.55,87.8,78,89.3,7,0,0,2025-08-19,0.48804,-0.86334,0.00366,-0.03435,0.26808,-0.76512
874,IBM251121C00335000,IBM,2025-11-21,335.0,call,0.41,0.01,0.0,0,0.78,115,0,120,2025-08-19,0.21487,0.00217,0.00026,-0.00101,0.00835,0.0013
875,IBM251121P00335000,IBM,2025-11-21,335.0,put,0.0,93.45,92.55,74,94.35,74,0,0,2025-08-19,0.48804,-0.8762,0.00342,-0.02884,0.25036,-0.78476
876,IBM251121C00340000,IBM,2025-11-21,340.0,call,0.29,0.41,0.1,219,0.73,337,0,250,2025-08-19,0.33194,0.02967,0.00166,-0.01537,0.08255,0.0173
877,IBM251121P00340000,IBM,2025-11-21,340.0,put,0.0,98.55,97.8,71,99.3,15,0,0,2025-08-19,0.50755,-0.87688,0.00328,-0.03056,0.24939,-0.79817
878,IBM251121C00350000,IBM,2025-11-21,350.0,call,0.24,0.01,0.0,0,0.64,255,1,210,2025-08-19,0.23438,0.00147,0.00017,-0.00077,0.00586,0.00088
879,IBM251121P00350000,IBM,2025-11-21,350.0,put,0.0,108.65,107.9,73,109.4,73,0,0,2025-08-19,0.54657,-0.87742,0.00303,-0.0343,0.24863,-0.82452
880,IBM251121C00360000,IBM,2025-11-21,360.0,call,0.18,0.01,0.0,0,0.62,265,0,233,2025-08-19,0.2539,0.00157,0.00016,-0.00088,0.00621,0.00094
881,IBM251121P00360000,IBM,2025-11-21,360.0,put,0.0,118.92,118.55,5,119.3,15,0,0,2025-08-19,0.60511,-0.86719,0.0029,-0.04566,0.26287,-0.84555
882,IBM251121C00370000,IBM,2025-11-21,370.0,call,0.27,0.01,0.0,0,0.75,76,0,30,2025-08-19,0.2539,0.00077,9e-05,-0.00046,0.00324,0.00046
883,IBM251121P00370000,IBM,2025-11-21,370.0,put,0.0,128.88,128.5,4,129.25,9,0,0,2025-08-19,0.62462,-0.87598,0.00268,-0.04294,0.25067,-0.87588
884,IBM251121C00380000,IBM,2025-11-21,380.0,call,0.73,0.01,0.0,0,0.75,190,0,184,2025-08-19,0.27341,0.00089,9e-05,-0.00056,0.00371,0.00053
885,IBM251121P00380000,IBM,2025-11-21,380.0,put,0.0,138.68,138.1,73,139.25,8,0,0,2025-08-19,0.64413,-0.88336,0.00249,-0.04054,0.24006,-0.90545
886,IBM251121C00390000,IBM,2025-11-21,390.0,call,1.75,0.01,0.0,0,0.73,110,0,1,2025-08-19,0.29292,0.00103,0.0001,-0.00069,0.00424,0.00062
887,IBM251121P00390000,IBM,2025-11-21,390.0,put,0.0,148.88,148.45,4,149.3,7,0,0,2025-08-19,0.68315,-0.88092,0.00238,-0.04568,0.24362,-0.9302
888,IBM251121C00400000,IBM,2025-11-21,400.0,call,0.04,0.01,0.0,0,0.91,131,0,30,2025-08-19,0.31243,0.00119,0.0001,-0.00084,0.00483,0.00071
889,IBM251121P00400000,IBM,2025-11-21,400.0,put,0.0,158.62,157.9,73,159.35,73,0,0,2025-08-19,0.70267,-0.88649,0.00224,-0.04385,0.23547,-0.95878
890,IBM251121C00410000,IBM,2025-11-21,410.0,call,0.02,0.01,0.0,0,0.69,86,0,4,2025-08-19,0.31243,0.0007,6e-05,-0.00051,0.00297,0.00042
891,IBM251121P00410000,IBM,2025-11-21,410.0,put,0.0,168.93,168.5,5,169.35,73,0,0,2025-08-19,0.7612,-0.87503,0.00221,-0.05693,0.25201,-0.97926
892,IBM251219C00140000,IBM,2025-12-19,140.0,call,118.36,103.0,102.3,34,103.7,71,0,5,2025-08-19,0.01976,1.0,0.0,-0.01637,0.0,0.46122
893,IBM251219P00140000,IBM,2025-12-19,140.0,put,0.0,0.01,0.0,0,1.21,93,0,1,2025-08-19,0.31243,-0.00073,6e-05,-0.00043,0.0035,-0.00062
894,IBM251219C00145000,IBM,2025-12-19,145.0,call,0.0,98.22,97.35,34,99.1,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01695,0.0,0.47769
895,IBM251219P00145000,IBM,2025-12-19,145.0,put,0.0,0.01,0.0,0,1.08,94,0,15,2025-08-19,0.29292,-0.00074,6e-05,-0.00041,0.00358,-0.00063
896,IBM251219C00150000,IBM,2025-12-19,150.0,call,90.5,93.2,92.5,36,93.9,58,0,2,2025-08-19,0.01976,1.0,0.0,-0.01754,0.0,0.49417
897,IBM251219P00150000,IBM,2025-12-19,150.0,put,0.0,0.01,0.0,0,0.75,89,0,1,2025-08-19,0.27341,-0.00074,7e-05,-0.00038,0.00357,-0.00063
898,IBM251219C00155000,IBM,2025-12-19,155.0,call,0.0,88.32,87.6,29,89.05,59,0,0,2025-08-19,0.01976,1.0,0.0,-0.01812,0.0,0.51064
899,IBM251219P00155000,IBM,2025-12-19,155.0,put,0.0,0.01,0.0,0,1.24,78,0,4,2025-08-19,0.2539,-0.00072,7e-05,-0.00034,0.00347,-0.0006
900,IBM251219C00160000,IBM,2025-12-19,160.0,call,0.0,83.0,81.9,92,84.1,51,0,0,2025-08-19,0.01976,1.0,0.0,-0.01871,0.0,0.52711
901,IBM251219P00160000,IBM,2025-12-19,160.0,put,0.0,0.01,0.0,0,1.54,91,0,8,2025-08-19,0.23438,-0.00067,7e-05,-0.00029,0.00326,-0.00056
902,IBM251219C00165000,IBM,2025-12-19,165.0,call,121.34,78.75,77.9,22,79.6,90,0,8,2025-08-19,0.29292,0.99211,0.00053,-0.02268,0.0302,0.53685
903,IBM251219P00165000,IBM,2025-12-19,165.0,put,0.0,0.71,0.17,90,1.26,90,0,3,2025-08-19,0.39048,-0.03142,0.0013,-0.0148,0.09862,-0.02776
904,IBM251219C00170000,IBM,2025-12-19,170.0,call,71.8,73.9,72.85,58,74.95,90,0,21,2025-08-19,0.29292,0.98738,0.0008,-0.02496,0.0455,0.54925
905,IBM251219P00170000,IBM,2025-12-19,170.0,put,0.0,1.1,0.6,32,1.61,96,0,5,2025-08-19,0.39048,-0.04199,0.00165,-0.01869,0.12503,-0.03725
906,IBM251219C00175000,IBM,2025-12-19,175.0,call,111.63,69.03,68.15,37,69.9,72,0,4,2025-08-19,0.27341,0.98618,0.00093,-0.02556,0.04922,0.56473
907,IBM251219P00175000,IBM,2025-12-19,175.0,put,0.0,1.05,0.42,124,1.68,164,0,61,2025-08-19,0.37097,-0.04724,0.0019,-0.01942,0.13748,-0.04177
908,IBM251219C00180000,IBM,2025-12-19,180.0,call,58.15,64.38,63.35,44,65.4,71,0,3,2025-08-19,0.29292,0.9713,0.0016,-0.03115,0.09148,0.56825
909,IBM251219P00180000,IBM,2025-12-19,180.0,put,0.0,1.23,0.97,22,1.49,22,0,210,2025-08-19,0.35146,-0.05317,0.00221,-0.0201,0.15108,-0.04686
910,IBM251219C00185000,IBM,2025-12-19,185.0,call,53.5,59.5,58.5,56,60.5,74,0,2,2025-08-19,0.27341,0.96791,0.00189,-0.0319,0.10036,0.5819
911,IBM251219P00185000,IBM,2025-12-19,185.0,put,0.0,1.5,1.21,22,1.78,19,0,75,2025-08-19,0.35146,-0.06944,0.00272,-0.02463,0.18614,-0.06146
912,IBM251219C00190000,IBM,2025-12-19,190.0,call,66.75,54.92,53.95,43,55.9,94,0,1,2025-08-19,0.27341,0.95373,0.00254,-0.03595,0.13521,0.58605
913,IBM251219P00190000,IBM,2025-12-19,190.0,put,0.0,1.88,1.7,6,2.05,6,0,18,2025-08-19,0.33194,-0.07833,0.00316,-0.02531,0.20409,-0.06909
914,IBM251219C00195000,IBM,2025-12-19,195.0,call,49.14,49.92,49.4,30,50.45,7,0,2,2025-08-19,0.2539,0.94768,0.00302,-0.03673,0.14915,0.59746
915,IBM251219P00195000,IBM,2025-12-19,195.0,put,0.0,2.23,1.9,15,2.57,21,0,50,2025-08-19,0.33194,-0.10009,0.00379,-0.03018,0.24497,-0.08868
916,IBM251219C00200000,IBM,2025-12-19,200.0,call,44.51,45.92,45.3,13,46.55,117,0,11,2025-08-19,0.27341,0.91272,0.00416,-0.0455,0.22141,0.58302
917,IBM251219P00200000,IBM,2025-12-19,200.0,put,0.0,2.79,2.54,53,3.05,23,0,176,2025-08-19,0.31243,-0.11328,0.00441,-0.03075,0.26787,-0.10004
918,IBM251219C00205000,IBM,2025-12-19,205.0,call,49.65,41.35,40.95,18,41.75,10,0,5,2025-08-19,0.27341,0.88521,0.00508,-0.05071,0.2704,0.57515
919,IBM251219P00205000,IBM,2025-12-19,205.0,put,0.0,3.47,3.3,18,3.65,36,0,66,2025-08-19,0.31243,-0.14174,0.00515,-0.03563,0.31309,-0.12576
920,IBM251219C00210000,IBM,2025-12-19,210.0,call,37.5,37.28,36.85,17,37.7,65,1,3100,2025-08-19,0.27341,0.85291,0.00603,-0.05594,0.321,0.56282
921,IBM251219P00210000,IBM,2025-12-19,210.0,put,4.45,4.25,4.15,21,4.35,53,23,157,2025-08-19,0.31243,-0.17383,0.00589,-0.04034,0.35805,-0.15502
922,IBM251219C00215000,IBM,2025-12-19,215.0,call,30.15,33.15,32.8,29,33.5,18,0,4,2025-08-19,0.27341,0.81598,0.00698,-0.06097,0.37112,0.54609
923,IBM251219P00215000,IBM,2025-12-19,215.0,put,0.0,5.15,4.95,18,5.35,29,0,218,2025-08-19,0.29292,-0.19736,0.0068,-0.04028,0.38741,-0.17545
924,IBM251219C00220000,IBM,2025-12-19,220.0,call,30.5,29.35,28.95,21,29.75,24,2,18,2025-08-19,0.2539,0.78843,0.00817,-0.06114,0.40378,0.53888
925,IBM251219P00220000,IBM,2025-12-19,220.0,put,0.0,6.4,6.3,10,6.5,17,0,517,2025-08-19,0.29292,-0.2372,0.00756,-0.0442,0.43087,-0.21202
926,IBM251219C00225000,IBM,2025-12-19,225.0,call,24.83,25.8,25.4,13,26.2,23,0,23,2025-08-19,0.2539,0.74148,0.00913,-0.06515,0.45114,0.51284
927,IBM251219P00225000,IBM,2025-12-19,225.0,put,8.0,7.78,7.65,28,7.9,20,2,150,2025-08-19,0.29292,-0.28007,0.00824,-0.04744,0.46962,-0.2518
928,IBM251219C00230000,IBM,2025-12-19,230.0,call,21.08,22.65,22.1,15,23.2,128,0,69,2025-08-19,0.2539,0.69082,0.00995,-0.06829,0.49156,0.48293
929,IBM251219P00230000,IBM,2025-12-19,230.0,put,9.74,9.43,9.3,17,9.55,31,5,398,2025-08-19,0.29292,-0.32533,0.00881,-0.04985,0.50226,-0.29429
930,IBM251219C00235000,IBM,2025-12-19,235.0,call,19.4,19.32,19.15,10,19.5,22,12,337,2025-08-19,0.2539,0.63745,0.01059,-0.0704,0.52313,0.44993
931,IBM251219P00235000,IBM,2025-12-19,235.0,put,11.35,11.3,11.15,45,11.45,46,16,448,2025-08-19,0.29292,-0.37226,0.00926,-0.05132,0.52772,-0.33895
932,IBM251219C00240000,IBM,2025-12-19,240.0,call,16.45,16.5,16.35,10,16.65,25,10,357,2025-08-19,0.2539,0.58247,0.01102,-0.07138,0.54456,0.4147
933,IBM251219P00240000,IBM,2025-12-19,240.0,put,13.69,13.5,13.35,1,13.65,17,10,432,2025-08-19,0.29292,-0.42014,0.00957,-0.05179,0.54531,-0.38518
934,IBM251219C00245000,IBM,2025-12-19,245.0,call,13.75,13.93,13.8,10,14.05,20,7,74,2025-08-19,0.2539,0.52701,0.01124,-0.0712,0.55522,0.37815
935,IBM251219P00245000,IBM,2025-12-19,245.0,put,16.25,15.9,15.75,13,16.05,24,15,243,2025-08-19,0.29292,-0.4682,0.00973,-0.05125,0.55473,-0.43237
936,IBM251219C00250000,IBM,2025-12-19,250.0,call,11.7,11.62,11.5,25,11.75,26,19,530,2025-08-19,0.2539,0.47215,0.01124,-0.06987,0.55514,0.34117
937,IBM251219P00250000,IBM,2025-12-19,250.0,put,18.99,18.6,18.45,15,18.75,24,1,519,2025-08-19,0.27341,-0.52154,0.01045,-0.0452,0.55569,-0.48097
938,IBM251219C00255000,IBM,2025-12-19,255.0,call,9.44,9.62,9.5,20,9.75,22,10,246,2025-08-19,0.2539,0.41887,0.01103,-0.06752,0.54495,0.3046
939,IBM251219P00255000,IBM,2025-12-19,255.0,put,0.0,21.62,21.25,25,22.0,15,0,290,2025-08-19,0.29292,-0.56216,0.00964,-0.04728,0.54973,-0.52733
940,IBM251219C00260000,IBM,2025-12-19,260.0,call,7.85,7.93,7.8,75,8.05,59,43,378,2025-08-19,0.2539,0.36803,0.01064,-0.06426,0.52577,0.26917
941,IBM251219P00260000,IBM,2025-12-19,260.0,put,0.0,25.12,24.75,10,25.5,16,0,786,2025-08-19,0.29292,-0.60684,0.00941,-0.04402,0.53642,-0.57406
942,IBM251219C00265000,IBM,2025-12-19,265.0,call,6.43,6.5,6.4,24,6.6,13,12,142,2025-08-19,0.2539,0.32031,0.0101,-0.06029,0.49905,0.23548
943,IBM251219P00265000,IBM,2025-12-19,265.0,put,0.0,28.2,27.35,193,29.05,20,0,557,2025-08-19,0.27341,-0.66372,0.00957,-0.03474,0.50895,-0.62795
944,IBM251219C00270000,IBM,2025-12-19,270.0,call,5.21,5.25,5.15,12,5.35,20,6,888,2025-08-19,0.2539,0.2762,0.00944,-0.05578,0.46645,0.20401
945,IBM251219P00270000,IBM,2025-12-19,270.0,put,0.0,32.05,31.45,166,32.65,17,0,251,2025-08-19,0.29292,-0.68933,0.00864,-0.03557,0.49259,-0.66395
946,IBM251219C00275000,IBM,2025-12-19,275.0,call,4.2,4.25,4.15,12,4.35,21,37,299,2025-08-19,0.2539,0.23602,0.0087,-0.05093,0.42969,0.17508
947,IBM251219P00275000,IBM,2025-12-19,275.0,put,0.0,36.12,35.55,89,36.7,19,0,164,2025-08-19,0.29292,-0.72652,0.00814,-0.03065,0.46418,-0.70651
948,IBM251219C00280000,IBM,2025-12-19,280.0,call,3.38,3.5,3.4,16,3.6,31,32,454,2025-08-19,0.2539,0.19991,0.0079,-0.04591,0.39043,0.14888
949,IBM251219P00280000,IBM,2025-12-19,280.0,put,0.0,40.22,39.65,125,40.8,12,0,69,2025-08-19,0.29292,-0.76075,0.0076,-0.02545,0.43291,-0.74722
950,IBM251219C00285000,IBM,2025-12-19,285.0,call,2.92,2.77,2.66,25,2.88,21,1,303,2025-08-19,0.2539,0.1679,0.00709,-0.04089,0.35018,0.12549
951,IBM251219P00285000,IBM,2025-12-19,285.0,put,0.0,44.88,44.5,18,45.25,16,0,128,2025-08-19,0.31243,-0.77383,0.0069,-0.02626,0.41959,-0.77401
952,IBM251219C00290000,IBM,2025-12-19,290.0,call,2.25,2.31,2.23,10,2.39,15,65,302,2025-08-19,0.2539,0.13985,0.00628,-0.03601,0.31025,0.10487
953,IBM251219P00290000,IBM,2025-12-19,290.0,put,0.0,49.2,48.35,130,50.05,15,0,116,2025-08-19,0.31243,-0.80172,0.00639,-0.02099,0.3885,-0.81029
954,IBM251219C00295000,IBM,2025-12-19,295.0,call,1.9,1.88,1.66,227,2.1,150,4,225,2025-08-19,0.2539,0.11557,0.0055,-0.03136,0.27171,0.08692
955,IBM251219P00295000,IBM,2025-12-19,295.0,put,0.0,54.3,53.85,7,54.75,15,0,77,2025-08-19,0.33194,-0.80951,0.00587,-0.02201,0.37914,-0.83312
956,IBM251219C00300000,IBM,2025-12-19,300.0,call,1.53,1.57,1.44,21,1.71,33,6,546,2025-08-19,0.2539,0.09477,0.00476,-0.02703,0.23535,0.07147
957,IBM251219P00300000,IBM,2025-12-19,300.0,put,59.52,58.88,58.25,78,59.5,16,8,14,2025-08-19,0.35146,-0.81573,0.00543,-0.02316,0.37144,-0.85476
